,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
5224,Honda City 1.5 S MT,Mumbai,2014,57000,Petrol,Manual,First,17,1497,118,5,5.48
5225,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5,6.51
5226,Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,First,25.8,1498,98.6,5,5.15
5227,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179,140,7,9
5228,Toyota Corolla Altis VL,Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5,2.75
5229,Hyundai Santro Xing XL eRLX Euro III,Pune,2005,126000,Petrol,Manual,Second,17,1086,null  ,5,1.2
5230,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995,190,5,12.5
5231,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,First,23,1498,98.96,5,7.69
5232,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5,4.57
5233,Honda City 1.5 S AT,Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497,118,5,4.5
5234,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5,4.9
5235,Hyundai i10 Era 1.1,Kolkata,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5,1.65
5236,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5,3.25
5237,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,Diesel,Manual,First,22.32,1582,126.32,5,6.25
5238,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5,12.13
5239,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5,3.25
5240,Audi Q5 2.0 TDI,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5,29
5241,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,Petrol,Manual,First,17,1497,118,5,5.53
5242,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,First,17,1497,121.36,5,8.75
5243,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7,37.9
5244,Hyundai i10 Magna 1.2,Delhi,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.4
5245,Hyundai i20 1.2 Asta,Chennai,2014,41681,Petrol,Manual,First,17,1197,80,5,4.55
5246,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5,2.65
5247,Tata Indica V2 eLX,Pune,2017,49000,Diesel,Manual,Second,25,1396,69,5,1.6
5248,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993,235,5,25.72
5249,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248,74,5,4.15
5250,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,First,19,1194,94.68,5,7.23
5251,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5,2.6
5252,BMW 3 Series 320d Highline,Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995,181,5,7.25
5253,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,Diesel,Manual,First,12.8,2494,102,8,14.29
5254,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143,204,5,17.25
5255,Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,22.54,1582,126.2,5,7.5
5256,Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,4.35
5257,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3,1248,88.5,5,8.9
5258,Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197,82,5,3.5
5259,Honda City i DTEC V,Kolkata,2014,56002,Diesel,Manual,First,26,1498,98.6,5,6.1
5260,Renault KWID RXT,Mumbai,2016,8554,Petrol,Manual,First,25.17,799,53.3,5,3.2
5261,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5,4.9
5262,Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,24.07,998,67.1,5,3.69
5263,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,First,23.84,1199,84,5,3.98
5264,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,Diesel,Manual,First,21.9,1396,90,5,2.95
5265,Audi A4 2.0 TDI,Kochi,2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5,15.21
5266,Maruti Swift VDI,Hyderabad,2015,62000,Diesel,Manual,First,28.4,1248,74,5,6.3
5267,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,Petrol,Manual,First,17,1198,73.75,5,6.69
5268,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16,1497,117.3,7,9.5
5269,Hyundai i20 Asta,Mumbai,2009,28000,Petrol,Manual,First,17,1197,80,5,2.65
5270,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7,7.5
5271,Honda City 1.5 GXI,Bangalore,2002,53000,Petrol,Manual,Second,0,NA,,NA,1.85
5272,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,23.1,998,67.04,5,5.63
5273,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591,121.3,5,11.78
5274,Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Diesel,Manual,Second,17.88,1396,52.8,5,0.85
5275,Volkswagen Vento Petrol Highline,Mumbai,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5,3.35
5276,Maruti Celerio VXI,Kochi,2015,60586,Petrol,Manual,First,23.1,998,67.04,5,4.11
5277,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,Diesel,Automatic,First,17.9,2143,136,5,25.51
5278,Maruti Alto 800 LXI,Jaipur,2017,30000,Petrol,Manual,First,22.74,796,47.3,5,3.1
5279,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,Diesel,Automatic,First,10.91,3198,197,7,33.5
5280,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,Petrol,Manual,First,17.57,1193,88.7,5,4.8
5281,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,First,16.09,1598,103.5,5,3.49
5282,Maruti Ertiga ZXI,Mumbai,2012,25000,Petrol,Manual,Second,17.5,1373,91.1,7,5.15
5283,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,Diesel,Automatic,First,14,2987,224,5,14.41
5284,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,Petrol,Manual,First,16.2,1199,74,5,4.75
5285,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7,19
5286,Maruti Celerio VXI,Hyderabad,2017,17000,Petrol,Manual,First,23.1,998,67.04,5,4.9
5287,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Diesel,Automatic,Second,16.07,1995,181,4,6.3
5288,Honda City ZX VTEC,Jaipur,2006,100173,Petrol,Manual,Second,16.9,1497,100,5,2.4
5289,Mitsubishi Cedia Sports,Pune,2009,97000,Petrol,Manual,First,13.17,1999,114,5,3
5290,Renault Pulse Petrol RxL,Delhi,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5,4.25
5291,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498,88,5,6.3
5292,Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,21.1,998,100,5,8.15
5293,Hyundai i10 Magna,Kochi,2012,37333,Petrol,Manual,First,20.36,1197,78.9,5,3.22
5294,Hyundai i20 1.2 Spotz,Kochi,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5,7.65
5295,BMW Z4 2009-2013 35i,Delhi,2011,25000,Petrol,Automatic,First,10.37,2979,306,2,30
5296,Hyundai i10 Sportz 1.2,Pune,2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5,2.3
5297,Mini Cooper S Carbon Edition,Delhi,2012,18000,Petrol,Automatic,First,13.6,1598,181,4,22
5298,Honda Brio V MT,Pune,2012,65167,Petrol,Manual,First,19.4,1198,86.8,5,3.28
5299,Maruti Ciaz ZXi Option,Kochi,2016,25418,Petrol,Manual,First,20.73,1373,91.2,5,7.09
5300,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,Diesel,Manual,First,19.3,1248,73.9,5,6.46
5301,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,Diesel,Manual,First,22.07,1199,73.9,5,4
5302,BMW X1 sDrive20d,Delhi,2011,72000,Diesel,Automatic,First,17.05,1995,184,5,11
5303,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Diesel,Automatic,Second,12.07,2967,241.4,7,49.79
5304,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,Diesel,Manual,First,25.83,1498,99,5,4.8
5305,BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995,190,5,35
5306,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,Diesel,Automatic,First,14,2987,224,5,21.99
5307,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,17.3,1061,64,5,1.1
5308,Maruti Baleno Zeta 1.2,Delhi,2018,13000,Petrol,Manual,First,21.4,1197,83.1,5,6.6
5309,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22,1197,81.8,5,4.5
5310,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Petrol,Manual,Second,14.7,1150,76,5,1
5311,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14,1498,88,5,6.9
5312,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,Diesel,Automatic,First,0,2179,115,5,16.75
5313,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,Diesel,Automatic,First,14.16,1968,174.3,5,25.49
5314,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,18.53,1968,187.74,5,35.5
5315,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,First,24,1186,73.97,5,6.28
5316,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Diesel,Manual,Second,12.05,2179,120,8,4.88
5317,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248,74,5,3.7
5318,Hyundai EON Era Plus,Kochi,2015,43993,Petrol,Manual,First,21.1,814,55.2,5,3.45
5319,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,Diesel,Manual,First,15.4,2179,120,8,10.23
5320,Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Petrol,Automatic,Second,11.1,2354,142,5,6.5
5321,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,First,16.2,1199,74,5,6.15
5322,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,15.1,1196,73,7,2.9
5323,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,Diesel,Manual,First,24,1120,70,5,5.5
5324,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,Diesel,Automatic,First,10.91,3198,197,7,31
5325,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,24,1186,73.97,5,4.25
5326,Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,First,22.9,1248,74,5,5.48
5327,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,Petrol,Manual,First,18.6,1197,81.83,5,7.25
5328,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,First,17.5,1298,85.8,5,3
5329,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995,190,5,29.5
5330,Honda City ZX GXi,Mumbai,2007,75000,Petrol,Manual,Second,17.7,1497,78,5,1.49
5331,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5,3.65
5332,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23,1498,98.96,5,10.9
5333,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1,998,67.04,5,4.3
5334,Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7,6.11
5335,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494,102,8,15.5
5336,Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,First,17.8,1497,117.3,5,6.9
5337,Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,First,19.1,1197,85.8,5,4.69
5338,Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,First,18.5,1197,85.8,5,3.19
5339,Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Petrol,Automatic,Second,15,1396,98.6,5,3.75
5340,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19,1197,81.86,5,8.6
5341,Honda City 1.5 E MT,Chennai,2011,80000,Petrol,Manual,Second,17,1497,118,5,3.85
5342,Porsche Cayenne S Diesel,Coimbatore,2016,65003,Diesel,Automatic,First,13.6,4134,382,5,67.83
5343,Honda Amaze VX i-VTEC,Coimbatore,2019,16573,Petrol,Manual,First,17.8,1198,86.7,5,9.31
5344,Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,Petrol,Automatic,First,12.9,1799,130,5,3
5345,Hyundai i20 Magna 1.2,Bangalore,2015,53000,Petrol,Manual,First,18.6,1197,81.83,5,5.5
5346,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582,126.2,5,13.3
5347,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5,23
5348,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,Petrol,Manual,First,24.7,796,47.3,5,3.35
5349,BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Diesel,Automatic,Third,15.06,1995,177,5,10
5350,Hyundai i10 Magna,Delhi,2013,63265,Petrol,Manual,First,20.36,1197,78.9,5,2.95
5351,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,21.66,1498,108.62,5,6.75
5352,Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Petrol,Manual,Third,16.47,1198,73.9,5,2.44
5353,Maruti Ciaz VXi Plus,Mumbai,2015,41000,Petrol,Manual,First,20.73,1373,91.1,5,5.85
5354,Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21,1197,103.5,5,7.4
5355,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,First,24.4,1120,71,5,3.8
5356,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799,130,5,3.8
5357,Honda City ZX GXi,Kolkata,2008,69000,Petrol,Manual,First,17.7,1497,78,5,2.7
5358,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,7.21
5359,Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497,117.3,5,7.9
5360,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186,73.97,5,4.2
5361,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,19.01,1461,108.45,5,5.75
5362,Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998,66.1,5,3.45
5363,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968,174.33,5,25.75
5364,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,First,16,2179,140,7,16.59
5365,Renault Pulse Petrol RxZ,Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198,74.96,5,4.69
5366,BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995,170,5,7.5
5367,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393,147.8,7,16.5
5368,Honda City 1.5 S MT,Kolkata,2009,31423,Petrol,Manual,First,17,1497,118,5,1.99
5369,Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,22.9,1248,74,5,5.25
5370,Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461,108.45,5,5.4
5371,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,Petrol,Manual,First,16.47,1198,74,5,3.9
5372,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,17.19,1197,81.86,5,5.8
5373,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,18.12,1995,190,5,30.5
5374,Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248,74,5,5.6
5375,Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,0,2987,165,5,23
5376,Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248,74,5,5.15
5377,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582,126.2,5,9.48
5378,Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624,37.48,4,2.38
5379,Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298,85.8,5,3.8
5380,Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5,5.5
5381,Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,17,1197,80,5,3.55
5382,Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,20.73,1373,91.1,5,6.35
5383,Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,Diesel,Automatic,First,12.7,2179,187.7,5,36
5384,Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405,70,5,1.1
5385,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193,88.7,5,3.7
5386,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,16,1997,140,7,13.5
5387,Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2354,177.6,5,2.85
5388,Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624,37.5,4,2.13
5389,Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582,126.2,5,7.75
5390,Tata Indica V2 eLS,Chennai,2017,100400,Diesel,Manual,First,25,1396,69,5,2.85
5391,Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,25.8,1498,98.6,5,4.95
5392,Mahindra XUV500 W8 2WD,Kochi,2012,82103,Diesel,Manual,First,15.1,2179,140,7,6.2
5393,BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,18.56,1995,190,5,17.5
5394,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.9,1197,81.86,5,2.25
5395,Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,21.4,1197,83.1,5,6.75
5396,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,Diesel,Automatic,First,19.08,1582,126.2,5,9.73
5397,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47,1248,88.5,7,8.49
5398,Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598,181,4,25
5399,Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248,73.94,5,5.59
5400,Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896,106,5,4.8
5401,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,22.7,1498,89.84,5,5.45
5402,Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,First,18.6,1197,81.83,5,6.5
5403,Honda Brio E MT,Chennai,2015,16000,Petrol,Manual,First,19.4,1198,86.8,5,4.35
5404,Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,25.8,1498,98.6,5,3.75
5405,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,18.48,1995,177,5,12
5406,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7,32
5407,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,Second,24,1120,70,5,4
5408,Nissan Micra Diesel XV,Kolkata,2011,39010,Diesel,Manual,First,23.08,1461,63.1,5,2.6
5409,Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,18.9,1197,82,5,4.45
5410,Hyundai EON Era,Pune,2015,28700,Petrol,Manual,First,21.1,814,55.2,5,2.6
5411,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,11.74,1796,186,5,16
5412,Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,Diesel,Automatic,First,12.7,2179,187.7,5,32.5
5413,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696,184,7,13.85
5414,Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373,91.1,5,8.76
5415,Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,11.8,3498,272,7,23.68
5416,Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22,1197,81.8,5,5.5
5417,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367,335.3,5,65.81
5418,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,19.01,1461,108.45,5,4.99
5419,Hyundai Verna 1.6 SX,Chennai,2013,85350,Diesel,Manual,Second,22.32,1582,126.32,5,5.7
5420,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798,138.03,5,11.99
5421,BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995,190,5,29.99
5422,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,Petrol,Manual,First,18.88,1499,110.4,5,9.5
5423,Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248,74,5,5.5
5424,Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7,23
5425,Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396,53.5,5,2.95
5426,Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,First,24,1120,70,5,4.9
5427,Hyundai Santro Xing XL,Chennai,2006,85000,Petrol,Manual,Third,0,1086,null  ,5,1.3
5428,Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5,998,67,5,4.25
5429,Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,16,2179,140,7,16.36
5430,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,9.95
5431,Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,20.54,1598,103.6,5,5.5
5432,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3,1248,88.5,5,8.25
5433,Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,17.3,993,60,5,0.95
5434,Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,19.81,1086,68.05,5,4.01
5435,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5,1199,88.7,5,8.2
5436,Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,25.1,1498,98.6,5,6.2
5437,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,11.5,2982,169,7,16.75
5438,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,16,2179,140,7,16.5
5439,Ford Endeavour XLT TDCi 4X4,Mumbai,2007,116000,Diesel,Manual,Third,10.9,2499,null  ,7,3.75
5440,Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,20,1399,68.05,5,3.5
5441,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,19,1199,88.7,5,5.43
5442,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198,197,7,30.35
5443,Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498,99.6,5,7.99
5444,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896,66,5,3.59
5445,Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,25.44,936,57.6,5,1.9
5446,Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,12.1,2362,164.7,5,4.7
5447,Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,19.01,1461,108.45,5,7.25
5448,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9,2143,136,5,24.46
5449,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.57,1193,88.7,5,3.9
5450,Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197,80,5,5.15
5451,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197,81.8,5,3.65
5452,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4,1186,73.97,5,5
5453,Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,17,1497,118,5,2.3
5454,Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,13.2,1495,94,5,0.75
5455,Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,13.9,1599,103.2,5,1.85
5456,Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,15.6,1196,70,5,1.8
5457,Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,25.8,1498,98.6,5,4.41
